"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"2193","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",46.7
"2194","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",53.3
"2195","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"2196","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",6.7
"2197","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",5.8
"2198","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",147
"2199","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",61
"2200","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",86
"2201","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",10.5
"2202","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",13.6
"2203","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",12.9
"2204","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"2205","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",41.3
"2206","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",58.7
"2207","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"2208","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9.5
"2209","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.7
"2210","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",108
"2211","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",36
"2212","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",72
"2213","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",10.9
"2214","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",15.8
"2215","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",12.8
"2216","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"2217","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",33.3
"2218","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",66.7
"2219","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"2220","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",12.2
"2221","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",6.1
"2222","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",380
"2223","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",163
"2224","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",217
"2225","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",5.8
"2226","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",7.8
"2227","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",7.1
"2228","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"2229","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",42.9
"2230","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",57.1
"2231","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"2232","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",5.3
"2233","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",4
"2234","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",418
"2235","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",187
"2236","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",231
"2237","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",5.1
"2238","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",7.3
"2239","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",6.1
"2240","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"2241","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",44.8
"2242","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",55.2
"2243","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"2244","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",4.8
"2245","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",3.9
"2246","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",526
"2247","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",223
"2248","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",303
"2249","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",5
"2250","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",6.8
"2251","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",5.5
"2252","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"2253","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",42.4
"2254","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",57.6
"2255","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"2256","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",4.1
"2257","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",3
"2258","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1792
"2259","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",898
"2260","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",895
"2261","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.5
"2262","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.8
"2263","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.6
"2264","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"2265","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",50.1
"2266","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",49.9
"2267","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"2268","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.6
"2269","6","Município","2927408","Salvador (BA)","201803","3º trimestre 2018","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.6
"2270","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",262
"2271","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",108
"2272","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",155
"2273","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",7.3
"2274","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",11.1
"2275","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",9.5
"2276","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"2277","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",41
"2278","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",59
"2279","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"2280","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",8.6
"2281","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",6
"2282","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",168
"2283","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",61
"2284","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",107
"2285","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",11.1
"2286","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",14.2
"2287","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",12
"2288","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"2289","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",36.2
"2290","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8386","Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",63.8
"2291","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"2292","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",8.5
"2293","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8387","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",4.8
"2294","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","1572","Mil pessoas",128
"2295","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","1572","Mil pessoas",57
"2296","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8346","Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",71
"2297","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",11.7
"2298","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",15.3
"2299","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8347","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",13.2
"2300","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",100
"2301","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",44.6
"2302","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8388","Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",55.4
"2303","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","6794","Total","2","%",NA
"2304","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","4","Homens","2","%",8.9
"2305","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8389","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, na força de trabalho potencial","5","Mulheres","2","%",7.2
"2306","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",390
"2307","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",165
"2308","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8348","Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",226
"2309","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",6.1
"2310","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",9.9
"2311","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8349","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",7.6
"2312","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",100
"2313","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",42.2
"2314","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8390","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",57.8
"2315","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","6794","Total","2","%",NA
"2316","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","4","Homens","2","%",7.1
"2317","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8391","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou na força de trabalho potencial","5","Mulheres","2","%",5.2
"2318","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",430
"2319","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",168
"2320","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",262
"2321","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",6.2
"2322","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",9
"2323","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",7.6
"2324","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"2325","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",39.1
"2326","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",60.9
"2327","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"2328","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",6.7
"2329","6","Município","2927408","Salvador (BA)","201804","4º trimestre 2018","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",4.3
